vocabulary_id,concept_id,lang_code,word,article,pronunciation,level,created_at
6266,52,sd,انهن کي,null,anhin khe,A,2026-02-19 20:40:33.978979+00
6267,52,si,ඔවුන්ව,null,ovunva,A,2026-02-19 20:40:33.978979+00
6268,52,sk,ich,null,null,A,2026-02-19 20:40:33.978979+00
6269,52,sl,jih,null,null,A,2026-02-19 20:40:33.978979+00
6270,52,so,iyaga,null,iyaga,A,2026-02-19 20:40:33.978979+00
6271,52,es,ellos,null,null,A,2026-02-19 20:40:33.978979+00
6272,52,su,maranéhna,null,maranehna,A,2026-02-19 20:40:33.978979+00
6273,52,sw,wao,null,null,A,2026-02-19 20:40:33.978979+00
6274,52,sv,dem,null,null,A,2026-02-19 20:40:33.978979+00
6275,52,tg,онҳоро,null,onhoro,A,2026-02-19 20:40:33.978979+00
6276,52,ta,அவர்களை,null,avarkaḷai,A,2026-02-19 20:40:33.978979+00
6277,52,te,వారిని,null,vārinī,A,2026-02-19 20:40:33.978979+00
6278,52,th,พวกเขา,null,phuak khao,A,2026-02-19 20:40:33.978979+00
6279,52,ti,ንሳቶም,null,nsatom,A,2026-02-19 20:40:33.978979+00
6280,52,tpi,olgeta,null,null,A,2026-02-19 20:40:33.978979+00
6281,52,to,ʻenau,null,null,A,2026-02-19 20:40:33.978979+00
6282,52,tr,onları,null,null,A,2026-02-19 20:40:33.978979+00
6283,52,uk,їх,null,yikh,A,2026-02-19 20:40:33.978979+00
6284,52,ur,انہیں,null,unheṅ,A,2026-02-19 20:40:33.978979+00
6285,52,uz,ularni,null,null,A,2026-02-19 20:40:33.978979+00
6286,52,vec,eli,null,null,A,2026-02-19 20:40:33.978979+00
6287,52,vi,họ,null,null,A,2026-02-19 20:40:33.978979+00
6288,52,cy,nhw,null,null,A,2026-02-19 20:40:33.978979+00
6289,52,wo,leen,null,null,A,2026-02-19 20:40:33.978979+00
6290,52,yo,wọn,null,null,A,2026-02-19 20:40:33.978979+00
6291,52,zu,bona,null,null,A,2026-02-19 20:40:33.978979+00
6292,52,zgh,ⵏⵏⵙⵏ,null,nnesn,A,2026-02-19 20:40:33.978979+00
6293,53,af,sommige,null,null,A,2026-02-19 20:40:33.978979+00
6294,53,sq,disa,null,null,A,2026-02-19 20:40:33.978979+00
6295,53,am,አንዳንድ,null,andand,A,2026-02-19 20:40:33.978979+00
6296,53,ar-EG,بعض,null,baʿḍ,A,2026-02-19 20:40:33.978979+00
6297,53,ar-AE,بعض,null,baʿḍ,A,2026-02-19 20:40:33.978979+00
6298,53,ar-IQ,بعض,null,baʿḍ,A,2026-02-19 20:40:33.978979+00
6299,53,ar-LB,بعض,null,baʿḍ,A,2026-02-19 20:40:33.978979+00
6300,53,ar-MA,شي,null,shi,A,2026-02-19 20:40:33.978979+00
6301,53,ar,بعض,null,baʿḍ,A,2026-02-19 20:40:33.978979+00
6302,53,hy,որոշ,null,vorosh,A,2026-02-19 20:40:33.978979+00
6303,53,ast,dalgunos,null,null,A,2026-02-19 20:40:33.978979+00
6304,53,eu,batzuk,null,null,A,2026-02-19 20:40:33.978979+00
6305,53,be,некаторыя,null,nekatoryya,A,2026-02-19 20:40:33.978979+00
6306,53,bn,কিছু,null,kichu,A,2026-02-19 20:40:33.978979+00
6307,53,bs,neki,null,null,A,2026-02-19 20:40:33.978979+00
6308,53,br,un nebeud,null,null,A,2026-02-19 20:40:33.978979+00
6309,53,bg,някои,null,nyakoi,A,2026-02-19 20:40:33.978979+00
6310,53,my,အချို့,null,a cho,A,2026-02-19 20:40:33.978979+00
6311,53,ca,alguns,null,null,A,2026-02-19 20:40:33.978979+00
6312,53,ceb,pipila,null,null,A,2026-02-19 20:40:33.978979+00
6313,53,co,certi,null,null,A,2026-02-19 20:40:33.978979+00
6314,53,hr,neki,null,null,A,2026-02-19 20:40:33.978979+00
6315,53,cs,někteří,null,null,A,2026-02-19 20:40:33.978979+00
6316,53,da,nogle,null,null,A,2026-02-19 20:40:33.978979+00
6317,53,nl,sommige,null,null,A,2026-02-19 20:40:33.978979+00
6318,53,en,some,null,null,A,2026-02-19 20:40:33.978979+00
6319,53,eo,iuj,null,null,A,2026-02-19 20:40:33.978979+00
6320,53,et,mõned,null,null,A,2026-02-19 20:40:33.978979+00
6321,53,fo,nakrir,null,null,A,2026-02-19 20:40:33.978979+00
6322,53,fil,ilan,null,null,A,2026-02-19 20:40:33.978979+00
6323,53,fi,jotkut,null,null,A,2026-02-19 20:40:33.978979+00
6324,53,fr,certains,null,null,A,2026-02-19 20:40:33.978979+00
6325,53,fy,guon,null,null,A,2026-02-19 20:40:33.978979+00
6326,53,gl,algúns,null,null,A,2026-02-19 20:40:33.978979+00
6327,53,ka,ზოგი,null,zogi,A,2026-02-19 20:40:33.978979+00
6328,53,de,einige,null,null,A,2026-02-19 20:40:33.978979+00
6329,53,el,μερικοί,null,merikoí,A,2026-02-19 20:40:33.978979+00
6330,53,gu,કેટલાક,null,kēṭlāk,A,2026-02-19 20:40:33.978979+00
6331,53,ht,kèk,null,null,A,2026-02-19 20:40:33.978979+00
6332,53,ha,wasu,null,null,A,2026-02-19 20:40:33.978979+00
6333,53,he,כמה,null,kama,A,2026-02-19 20:40:33.978979+00
6334,53,hi,कुछ,null,kuch,A,2026-02-19 20:40:33.978979+00
6335,53,hu,néhány,null,null,A,2026-02-19 20:40:33.978979+00
6336,53,is,sumir,null,null,A,2026-02-19 20:40:33.978979+00
6337,53,ig,ụfọdụ,null,ufọ,A,2026-02-19 20:40:33.978979+00
6338,53,ilo,dadduma,null,null,A,2026-02-19 20:40:33.978979+00
6339,53,id,beberapa,null,null,A,2026-02-19 20:40:33.978979+00
6340,53,ga,cúpla,null,null,A,2026-02-19 20:40:33.978979+00
6341,53,xh,abanye,null,null,A,2026-02-19 20:40:33.978979+00
6342,53,it,alcuni,null,null,A,2026-02-19 20:40:33.978979+00
6343,53,ja,いくつか,null,ikutsuka,A,2026-02-19 20:40:33.978979+00
6344,53,jv,sawetara,null,null,A,2026-02-19 20:40:33.978979+00
6345,53,kn,ಕೆಲವು,null,kelavu,A,2026-02-19 20:40:33.978979+00
6346,53,kk,кейбір,null,keybir,A,2026-02-19 20:40:33.978979+00
6347,53,km,ខ្លះ,null,khlah,A,2026-02-19 20:40:33.978979+00
6348,53,rw,bamwe,null,null,A,2026-02-19 20:40:33.978979+00
6349,53,rn,bamwe,null,null,A,2026-02-19 20:40:33.978979+00
6350,53,ko,몇몇,null,myeotmyeot,A,2026-02-19 20:40:33.978979+00
6351,53,ku,hin,null,null,A,2026-02-19 20:40:33.978979+00
6352,53,kmr,hin,null,null,A,2026-02-19 20:40:33.978979+00
6353,53,lo,ບາງ,null,bang,A,2026-02-19 20:40:33.978979+00
6354,53,la,nonnulli,null,null,A,2026-02-19 20:40:33.978979+00
6355,53,lv,daži,null,null,A,2026-02-19 20:40:33.978979+00
6356,53,lt,kai kurie,null,null,A,2026-02-19 20:40:33.978979+00
6357,53,lb,e puer,null,null,A,2026-02-19 20:40:33.978979+00
6358,53,mk,некои,null,nekoi,A,2026-02-19 20:40:33.978979+00
6359,53,mg,ny sasany,null,null,A,2026-02-19 20:40:33.978979+00
6360,53,ms,sesetengah,null,null,A,2026-02-19 20:40:33.978979+00
6361,53,ml,ചില,null,chila,A,2026-02-19 20:40:33.978979+00
6362,53,mt,uħud,null,null,A,2026-02-19 20:40:33.978979+00
6363,53,mi,ētahi,null,null,A,2026-02-19 20:40:33.978979+00
6364,53,mn,зарим,null,zarim,A,2026-02-19 20:40:33.978979+00
6365,53,sr-ME,neki,null,null,A,2026-02-19 20:40:33.978979+00
6366,53,ne,केही,null,kehī,A,2026-02-19 20:40:33.978979+00
6367,53,nb-NO,noen,null,null,A,2026-02-19 20:40:33.978979+00
6368,53,nn-NO,nokre,null,null,A,2026-02-19 20:40:33.978979+00
6369,53,oc,qualques,null,null,A,2026-02-19 20:40:33.978979+00
6370,53,or,କିଛି,null,kichhi,A,2026-02-19 20:40:33.978979+00
6371,53,ps,ځینې,null,dzine,A,2026-02-19 20:40:33.978979+00
6372,53,fa,برخی,null,barkhi,A,2026-02-19 20:40:33.978979+00
6373,53,pt-BR,alguns,null,null,A,2026-02-19 20:40:33.978979+00
6374,53,pt-PT,alguns,null,null,A,2026-02-19 20:40:33.978979+00
6375,53,pa,ਕੁਝ,null,kuj,A,2026-02-19 20:40:33.978979+00
6376,53,ro,unii,null,null,A,2026-02-19 20:40:33.978979+00
6377,53,rm,tscherts,null,null,A,2026-02-19 20:40:33.978979+00
6378,53,ru,некоторые,null,nekotorye,A,2026-02-19 20:40:33.978979+00
6379,53,sm,nisi,null,null,A,2026-02-19 20:40:33.978979+00
6380,53,sa,केचन,null,kecana,A,2026-02-19 20:40:33.978979+00
6381,53,gd,cuid,null,null,A,2026-02-19 20:40:33.978979+00
6382,53,sr,неки,null,neki,A,2026-02-19 20:40:33.978979+00
6383,53,st,ba bang,null,null,A,2026-02-19 20:40:33.978979+00
6384,53,tn,ba bangwe,null,null,A,2026-02-19 20:40:33.978979+00
6385,53,sn,vamwe,null,vamwe,A,2026-02-19 20:40:33.978979+00
6386,53,scn,quarchi,null,null,A,2026-02-19 20:40:33.978979+00
6387,53,sd,ڪجهه,null,kuchh,A,2026-02-19 20:40:33.978979+00
6388,53,si,කිහිපයක්,null,kihipayak,A,2026-02-19 20:40:33.978979+00
6389,53,sk,niektorí,null,null,A,2026-02-19 20:40:33.978979+00
6390,53,sl,nekaj,null,null,A,2026-02-19 20:40:33.978979+00
6391,53,so,qaar,null,null,A,2026-02-19 20:40:33.978979+00
6392,53,es,algunos,null,null,A,2026-02-19 20:40:33.978979+00
6393,53,su,sababaraha,null,null,A,2026-02-19 20:40:33.978979+00
6394,53,sw,baadhi,null,null,A,2026-02-19 20:40:33.978979+00
6395,53,sv,några,null,null,A,2026-02-19 20:40:33.978979+00
6396,53,tg,баъзе,null,ba'ze,A,2026-02-19 20:40:33.978979+00
6397,53,ta,சில,null,sila,A,2026-02-19 20:40:33.978979+00
6398,53,te,కొన్ని,null,konni,A,2026-02-19 20:40:33.978979+00
6399,53,th,บาง,null,bang,A,2026-02-19 20:40:33.978979+00
6400,53,ti,ገለ,null,gele,A,2026-02-19 20:40:33.978979+00
6401,53,tpi,sampela,null,null,A,2026-02-19 20:40:33.978979+00
6402,53,to,niʻihi,null,null,A,2026-02-19 20:40:33.978979+00
6403,53,tr,bazı,null,null,A,2026-02-19 20:40:33.978979+00
6404,53,uk,деякі,null,deyaki,A,2026-02-19 20:40:33.978979+00
6405,53,ur,کچھ,null,kuch,A,2026-02-19 20:40:33.978979+00
6406,53,uz,ba'zi,null,null,A,2026-02-19 20:40:33.978979+00
6407,53,vec,alcuni,null,null,A,2026-02-19 20:40:33.978979+00
6408,53,vi,một vài,null,null,A,2026-02-19 20:40:33.978979+00
6409,53,cy,rhai,null,null,A,2026-02-19 20:40:33.978979+00
6410,53,wo,am nañu,null,null,A,2026-02-19 20:40:33.978979+00
6411,53,yo,diẹ̀,null,null,A,2026-02-19 20:40:33.978979+00
6412,53,zu,abanye,null,null,A,2026-02-19 20:40:33.978979+00
6413,53,zgh,ⴽⵔⴰ,null,kra,A,2026-02-19 20:40:33.978979+00
6414,54,af,my,null,null,A,2026-02-19 20:40:33.978979+00
6415,54,sq,mua,null,null,A,2026-02-19 20:40:33.978979+00
6416,54,am,እኔን,null,enen,A,2026-02-19 20:40:33.978979+00
6417,54,ar-EG,أنا,null,ana,A,2026-02-19 20:40:33.978979+00
6418,54,ar-AE,أنا,null,anā,A,2026-02-19 20:40:33.978979+00
6419,54,ar-IQ,آني,null,āni,A,2026-02-19 20:40:33.978979+00
6420,54,ar-LB,أنا,null,ana,A,2026-02-19 20:40:33.978979+00
6421,54,ar-MA,أنا,null,ana,A,2026-02-19 20:40:33.978979+00
6422,54,ar,أنا,null,anā,A,2026-02-19 20:40:33.978979+00
6423,54,hy,ինձ,null,indz,A,2026-02-19 20:40:33.978979+00
6424,54,ast,a mi,null,null,A,2026-02-19 20:40:33.978979+00
6425,54,eu,ni,null,null,A,2026-02-19 20:40:33.978979+00
6426,54,be,мяне,null,myane,A,2026-02-19 20:40:33.978979+00
6427,54,bn,আমাকে,null,amake,A,2026-02-19 20:40:33.978979+00
6428,54,bs,mene,null,null,A,2026-02-19 20:40:33.978979+00
6429,54,br,ac'hanon,null,null,A,2026-02-19 20:40:33.978979+00
6430,54,bg,мен,null,men,A,2026-02-19 20:40:33.978979+00
6431,54,my,ငါ့ကို,null,nga ko,A,2026-02-19 20:40:33.978979+00
6432,54,ca,a mi,null,null,A,2026-02-19 20:40:33.978979+00
6433,54,ceb,ako,null,null,A,2026-02-19 20:40:33.978979+00
6434,54,co,à mè,null,null,A,2026-02-19 20:40:33.978979+00
6435,54,hr,mene,null,null,A,2026-02-19 20:40:33.978979+00
6436,54,cs,mě,null,null,A,2026-02-19 20:40:33.978979+00
6437,54,da,mig,null,null,A,2026-02-19 20:40:33.978979+00
6438,54,nl,mij,null,null,A,2026-02-19 20:40:33.978979+00
6439,54,en,me,null,null,A,2026-02-19 20:40:33.978979+00
6440,54,eo,min,null,null,A,2026-02-19 20:40:33.978979+00
6441,54,et,mind,null,null,A,2026-02-19 20:40:33.978979+00
6442,54,fo,meg,null,null,A,2026-02-19 20:40:33.978979+00
6443,54,fil,ako,null,null,A,2026-02-19 20:40:33.978979+00
6444,54,fi,minut,null,null,A,2026-02-19 20:40:33.978979+00
6445,54,fr,moi,null,null,A,2026-02-19 20:40:33.978979+00
6446,54,fy,my,null,null,A,2026-02-19 20:40:33.978979+00
6447,54,gl,a min,null,null,A,2026-02-19 20:40:33.978979+00
6448,54,ka,მე,null,me,A,2026-02-19 20:40:33.978979+00
6449,54,de,mich,null,null,A,2026-02-19 20:40:33.978979+00
6450,54,el,με,null,me,A,2026-02-19 20:40:33.978979+00
6451,54,gu,મને,null,mane,A,2026-02-19 20:40:33.978979+00
6452,54,ht,mwen,null,null,A,2026-02-19 20:40:33.978979+00
6453,54,ha,ni,null,null,A,2026-02-19 20:40:33.978979+00
6454,54,he,אותי,null,oti,A,2026-02-19 20:40:33.978979+00
6455,54,hi,मुझे,null,mujhe,A,2026-02-19 20:40:33.978979+00
6456,54,hu,engem,null,null,A,2026-02-19 20:40:33.978979+00
6457,54,is,mig,null,null,A,2026-02-19 20:40:33.978979+00
6458,54,ig,m,null,m,A,2026-02-19 20:40:33.978979+00
6459,54,ilo,siak,null,null,A,2026-02-19 20:40:33.978979+00
6460,54,id,saya,null,null,A,2026-02-19 20:40:33.978979+00
6461,54,ga,mé,null,null,A,2026-02-19 20:40:33.978979+00
6462,54,xh,mna,null,null,A,2026-02-19 20:40:33.978979+00
6463,54,it,me,null,null,A,2026-02-19 20:40:33.978979+00
6464,54,ja,私を,null,watashi o,A,2026-02-19 20:40:33.978979+00
6465,54,jv,aku,null,null,A,2026-02-19 20:40:33.978979+00
6466,54,kn,ನನ್ನ,null,nanna,A,2026-02-19 20:40:33.978979+00
6467,54,kk,мені,null,meni,A,2026-02-19 20:40:33.978979+00
6468,54,km,ខ្ញុំ,null,khnhom,A,2026-02-19 20:40:33.978979+00
6469,54,rw,njye,null,null,A,2026-02-19 20:40:33.978979+00
6470,54,rn,jewe,null,null,A,2026-02-19 20:40:33.978979+00
6471,54,ko,나를,null,nareul,A,2026-02-19 20:40:33.978979+00
6472,54,ku,min,null,null,A,2026-02-19 20:40:33.978979+00
6473,54,kmr,min,null,null,A,2026-02-19 20:40:33.978979+00
6474,54,lo,ຂ້ອຍ,null,khoy,A,2026-02-19 20:40:33.978979+00
6475,54,la,me,null,null,A,2026-02-19 20:40:33.978979+00
6476,54,lv,mani,null,null,A,2026-02-19 20:40:33.978979+00
6477,54,lt,mane,null,null,A,2026-02-19 20:40:33.978979+00
6478,54,lb,mech,null,null,A,2026-02-19 20:40:33.978979+00
6479,54,mk,мене,null,mene,A,2026-02-19 20:40:33.978979+00
6480,54,mg,ahy,null,null,A,2026-02-19 20:40:33.978979+00
6481,54,ms,saya,null,null,A,2026-02-19 20:40:33.978979+00
6482,54,ml,എന്നെ,null,enne,A,2026-02-19 20:40:33.978979+00
6483,54,mt,lili,null,lili,A,2026-02-19 20:40:33.978979+00
6484,54,mi,ahau,null,null,A,2026-02-19 20:40:33.978979+00
6485,54,mn,намайг,null,namaig,A,2026-02-19 20:40:33.978979+00
6486,54,sr-ME,mene,null,null,A,2026-02-19 20:40:33.978979+00
6487,54,ne,मलाई,null,malāī,A,2026-02-19 20:40:33.978979+00
6488,54,nb-NO,meg,null,null,A,2026-02-19 20:40:33.978979+00
6489,54,nn-NO,meg,null,null,A,2026-02-19 20:40:33.978979+00
6490,54,oc,me,null,null,A,2026-02-19 20:40:33.978979+00
6491,54,or,ମୋତେ,null,mote,A,2026-02-19 20:40:33.978979+00
6492,54,ps,ما,null,mā,A,2026-02-19 20:40:33.978979+00
6493,54,fa,من,null,man,A,2026-02-19 20:40:33.978979+00
6494,54,pt-BR,me,null,null,A,2026-02-19 20:40:33.978979+00
6495,54,pt-PT,me,null,null,A,2026-02-19 20:40:33.978979+00
6496,54,pa,ਮੈਨੂੰ,null,mainū̃,A,2026-02-19 20:40:33.978979+00
6497,54,ro,pe mine,null,pe mine,A,2026-02-19 20:40:33.978979+00
6498,54,rm,mai,null,null,A,2026-02-19 20:40:33.978979+00
6499,54,ru,меня,null,menya,A,2026-02-19 20:40:33.978979+00
6500,54,sm,aʻu,null,a'u,A,2026-02-19 20:40:33.978979+00
6501,54,sa,माम्,null,mām,A,2026-02-19 20:40:33.978979+00
6502,54,gd,mi,null,null,A,2026-02-19 20:40:33.978979+00
6503,54,sr,мене,null,mene,A,2026-02-19 20:40:33.978979+00
6504,54,st,nna,null,null,A,2026-02-19 20:40:33.978979+00
6505,54,tn,nna,null,null,A,2026-02-19 20:40:33.978979+00
6506,54,sn,ini,null,ini,A,2026-02-19 20:40:33.978979+00
6507,54,scn,mi,null,null,A,2026-02-19 20:40:33.978979+00
6508,54,sd,مون کي,null,mun khe,A,2026-02-19 20:40:33.978979+00
6509,54,si,මාව,null,māva,A,2026-02-19 20:40:33.978979+00
6510,54,sk,mňa,null,null,A,2026-02-19 20:40:33.978979+00
6511,54,sl,mene,null,null,A,2026-02-19 20:40:33.978979+00
6512,54,so,aniga,null,null,A,2026-02-19 20:40:33.978979+00
6513,54,es,me,null,null,A,2026-02-19 20:40:33.978979+00
6514,54,su,abdi,null,null,A,2026-02-19 20:40:33.978979+00
6515,54,sw,mimi,null,null,A,2026-02-19 20:40:33.978979+00
6516,54,sv,mig,null,null,A,2026-02-19 20:40:33.978979+00
6517,54,tg,маро,null,maro,A,2026-02-19 20:40:33.978979+00
6518,54,ta,என்னை,null,ennai,A,2026-02-19 20:40:33.978979+00
6519,54,te,నన్ను,null,nannu,A,2026-02-19 20:40:33.978979+00
6520,54,th,ฉัน,null,chan,A,2026-02-19 20:40:33.978979+00
6521,54,ti,ኣነ,null,ane,A,2026-02-19 20:40:33.978979+00
6522,54,tpi,mi,null,null,A,2026-02-19 20:40:33.978979+00
6523,54,to,au,null,null,A,2026-02-19 20:40:33.978979+00
6524,54,tr,beni,null,null,A,2026-02-19 20:40:33.978979+00
6525,54,uk,мене,null,mene,A,2026-02-19 20:40:33.978979+00
6526,54,ur,مجھے,null,mujhe,A,2026-02-19 20:40:33.978979+00
6527,54,uz,meni,null,null,A,2026-02-19 20:40:33.978979+00
6528,54,vec,mi,null,null,A,2026-02-19 20:40:33.978979+00
6529,54,vi,tôi,null,null,A,2026-02-19 20:40:33.978979+00
6530,54,cy,fi,null,null,A,2026-02-19 20:40:33.978979+00
6531,54,wo,ma,null,null,A,2026-02-19 20:40:33.978979+00
6532,54,yo,mi,null,null,A,2026-02-19 20:40:33.978979+00
6533,54,zu,mina,null,null,A,2026-02-19 20:40:33.978979+00
6534,54,zgh,ⵏⴽⴽⵉ,null,nkki,A,2026-02-19 20:40:33.978979+00
6535,55,af,mense,null,null,A,2026-02-19 20:40:33.978979+00
6536,55,sq,njerëz,-it,null,A,2026-02-19 20:40:33.978979+00
6537,55,am,ሰዎች,null,sewoch,A,2026-02-19 20:40:33.978979+00
6538,55,ar-EG,ناس,null,nās,A,2026-02-19 20:40:33.978979+00
6539,55,ar-AE,ناس,null,nās,A,2026-02-19 20:40:33.978979+00
6540,55,ar-IQ,ناس,null,nās,A,2026-02-19 20:40:33.978979+00
6541,55,ar-LB,ناس,null,nās,A,2026-02-19 20:40:33.978979+00
6542,55,ar-MA,ناس,null,nās,A,2026-02-19 20:40:33.978979+00
6543,55,ar,ناس,null,nās,A,2026-02-19 20:40:33.978979+00
6544,55,hy,մարդիկ,null,mardik,A,2026-02-19 20:40:33.978979+00
6545,55,ast,xente,la,null,A,2026-02-19 20:40:33.978979+00
6546,55,eu,jendea,null,null,A,2026-02-19 20:40:33.978979+00
6547,55,be,людзі,null,lyudzi,A,2026-02-19 20:40:33.978979+00
6548,55,bn,মানুষ,null,manush,A,2026-02-19 20:40:33.978979+00
6549,55,bs,ljudi,null,null,A,2026-02-19 20:40:33.978979+00
6550,55,br,tud,null,null,A,2026-02-19 20:40:33.978979+00
6551,55,bg,хора,null,hora,A,2026-02-19 20:40:33.978979+00
6552,55,my,လူတွေ,null,lu dwe,A,2026-02-19 20:40:33.978979+00
6553,55,ca,gent,la,null,A,2026-02-19 20:40:33.978979+00
6554,55,ceb,mga tawo,null,null,A,2026-02-19 20:40:33.978979+00
6555,55,co,gente,a,null,A,2026-02-19 20:40:33.978979+00
6556,55,hr,ljudi,null,null,A,2026-02-19 20:40:33.978979+00
6557,55,cs,lidé,null,null,A,2026-02-19 20:40:33.978979+00
6558,55,da,mennesker,-ne,null,A,2026-02-19 20:40:33.978979+00
6559,55,nl,mensen,de,null,A,2026-02-19 20:40:33.978979+00
6560,55,en,people,null,null,A,2026-02-19 20:40:33.978979+00
6561,55,eo,homoj,null,null,A,2026-02-19 20:40:33.978979+00
6562,55,et,inimesed,null,null,A,2026-02-19 20:40:33.978979+00
6563,55,fo,fólk,null,null,A,2026-02-19 20:40:33.978979+00
6564,55,fil,mga tao,null,null,A,2026-02-19 20:40:33.978979+00
6565,55,fi,ihmiset,null,null,A,2026-02-19 20:40:33.978979+00
6566,55,fr,gens,les,null,A,2026-02-19 20:40:33.978979+00
6567,55,fy,minsken,null,null,A,2026-02-19 20:40:33.978979+00
6568,55,gl,xente,a,null,A,2026-02-19 20:40:33.978979+00
6569,55,ka,ხალხი,null,khalkhi,A,2026-02-19 20:40:33.978979+00
6570,55,de,Leute,die,null,A,2026-02-19 20:40:33.978979+00
6571,55,el,άνθρωποι,οι,null,A,2026-02-19 20:40:33.978979+00
6572,55,gu,લોકો,null,loko,A,2026-02-19 20:40:33.978979+00
6573,55,ht,moun,yo,null,A,2026-02-19 20:40:33.978979+00
6574,55,ha,mutane,null,null,A,2026-02-19 20:40:33.978979+00
6575,55,he,אנשים,null,anashim,A,2026-02-19 20:40:33.978979+00
6576,55,hi,लोग,null,log,A,2026-02-19 20:40:33.978979+00
6577,55,hu,emberek,null,null,A,2026-02-19 20:40:33.978979+00
6578,55,is,fólk,null,null,A,2026-02-19 20:40:33.978979+00
6579,55,ig,ndị mmadụ,null,ndị mmadụ,A,2026-02-19 20:40:33.978979+00
6580,55,ilo,tattao,null,null,A,2026-02-19 20:40:33.978979+00
6581,55,id,orang,null,null,A,2026-02-19 20:40:33.978979+00
6582,55,ga,daoine,na,null,A,2026-02-19 20:40:33.978979+00
6583,55,xh,abantu,null,null,A,2026-02-19 20:40:33.978979+00
6584,55,it,persone,le,null,A,2026-02-19 20:40:33.978979+00
6585,55,ja,人々,null,hitobito,A,2026-02-19 20:40:33.978979+00
6586,55,jv,wong,null,null,A,2026-02-19 20:40:33.978979+00
6587,55,kn,ಜನರು,null,janaru,A,2026-02-19 20:40:33.978979+00
6588,55,kk,адамдар,null,adamdar,A,2026-02-19 20:40:33.978979+00
6589,55,km,មនុស្ស,null,manuh,A,2026-02-19 20:40:33.978979+00
6590,55,rw,abantu,null,null,A,2026-02-19 20:40:33.978979+00
6591,55,rn,abantu,null,null,A,2026-02-19 20:40:33.978979+00
6592,55,ko,사람들,null,saramdeul,A,2026-02-19 20:40:33.978979+00
6593,55,ku,mirov,null,null,A,2026-02-19 20:40:33.978979+00
6594,55,kmr,mirov,null,null,A,2026-02-19 20:40:33.978979+00
6595,55,lo,ຄົນ,null,khon,A,2026-02-19 20:40:33.978979+00
6596,55,la,homines,null,null,A,2026-02-19 20:40:33.978979+00
6597,55,lv,cilvēki,null,null,A,2026-02-19 20:40:33.978979+00
6598,55,lt,žmonės,null,null,A,2026-02-19 20:40:33.978979+00
6599,55,lb,Leit,d',null,A,2026-02-19 20:40:33.978979+00
6600,55,mk,луѓе,null,lugje,A,2026-02-19 20:40:33.978979+00
6601,55,mg,olona,null,null,A,2026-02-19 20:40:33.978979+00
6602,55,ms,orang,null,null,A,2026-02-19 20:40:33.978979+00
6603,55,ml,ആളുകൾ,null,āḷukaḷ,A,2026-02-19 20:40:33.978979+00
6604,55,mt,nies,null,null,A,2026-02-19 20:40:33.978979+00
6605,55,mi,tangata,null,null,A,2026-02-19 20:40:33.978979+00
6606,55,mn,хүмүүс,null,khumuus,A,2026-02-19 20:40:33.978979+00
6607,55,sr-ME,ljudi,null,null,A,2026-02-19 20:40:33.978979+00
6608,55,ne,मानिस,null,mānis,A,2026-02-19 20:40:33.978979+00
6609,55,nb-NO,mennesker,-ne,null,A,2026-02-19 20:40:33.978979+00
6610,55,nn-NO,menneske,-a,null,A,2026-02-19 20:40:33.978979+00
6611,55,oc,gent,la,null,A,2026-02-19 20:40:33.978979+00
6612,55,or,ଲୋକମାନେ,null,lokamāne,A,2026-02-19 20:40:33.978979+00
6613,55,ps,خلک,null,khalq,A,2026-02-19 20:40:33.978979+00
6614,55,fa,مردم,null,mardom,A,2026-02-19 20:40:33.978979+00
6615,55,pt-BR,pessoas,as,null,A,2026-02-19 20:40:33.978979+00
6616,55,pt-PT,pessoas,as,null,A,2026-02-19 20:40:33.978979+00
6617,55,pa,ਲੋਕ,null,lok,A,2026-02-19 20:40:33.978979+00
6618,55,ro,oameni,-i,null,A,2026-02-19 20:40:33.978979+00
6619,55,rm,gents,las,null,A,2026-02-19 20:40:33.978979+00
6620,55,ru,люди,null,lyudi,A,2026-02-19 20:40:33.978979+00
6621,55,sm,tagata,null,null,A,2026-02-19 20:40:33.978979+00
6622,55,sa,जनाः,null,janāḥ,A,2026-02-19 20:40:33.978979+00
6623,55,gd,daoine,na,null,A,2026-02-19 20:40:33.978979+00
6624,55,sr,људи,null,ljudi,A,2026-02-19 20:40:33.978979+00
6625,55,st,batho,null,null,A,2026-02-19 20:40:33.978979+00
6626,55,tn,batho,null,null,A,2026-02-19 20:40:33.978979+00
6627,55,sn,vanhu,null,vanhu,A,2026-02-19 20:40:33.978979+00
6628,55,scn,genti,i,null,A,2026-02-19 20:40:33.978979+00
6629,55,sd,ماڻهو,null,māṇhu,A,2026-02-19 20:40:33.978979+00
6630,55,si,මිනිසුන්,null,minisun,A,2026-02-19 20:40:33.978979+00
6631,55,sk,ľudia,null,null,A,2026-02-19 20:40:33.978979+00
6632,55,sl,ljudje,null,null,A,2026-02-19 20:40:33.978979+00
6633,55,so,dad,null,null,A,2026-02-19 20:40:33.978979+00
6634,55,es,gente,la,null,A,2026-02-19 20:40:33.978979+00
6635,55,su,jalma,null,null,A,2026-02-19 20:40:33.978979+00
6636,55,sw,watu,null,null,A,2026-02-19 20:40:33.978979+00
6637,55,sv,människor,-na,null,A,2026-02-19 20:40:33.978979+00
6638,55,tg,одамон,null,odamon,A,2026-02-19 20:40:33.978979+00
